Date,Temperature (°C),Dew Point (°C),Humidity (%),Wind Speed (km/h),Pressure (hPa),Precipitation (mm)
2021-10-17,16.6,14.2,86.8,6.4,1001.1,0.0
2021-10-18,16.5,12.2,77.6,15.3,1003.2,0.0
2021-10-19,17.5,10.2,63.8,23.3,1006.0,0.0
2021-10-20,16.8,8.3,58.0,24.5,1007.3,0.0
2021-10-21,15.2,9.0,69.4,6.4,1006.4,0.0
2021-10-22,13.9,9.3,78.5,5.5,1005.8,0.0
2021-10-23,15.7,10.7,75.9,7.4,1005.6,0.0
2021-10-24,16.5,11.8,76.8,14.4,1005.4,0.0
2021-10-25,16.3,6.2,52.2,28.8,1005.1,0.0
2021-10-26,15.2,3.6,46.6,23.5,1003.3,0.0
2021-10-27,14.8,5.1,53.2,16.4,1003.4,0.0
2021-10-28,16.0,6.7,55.3,24.9,1003.4,0.0
2021-10-29,15.2,6.4,56.7,23.5,1001.6,0.0
2021-10-30,14.6,7.9,67.0,8.8,1001.5,0.0
2021-10-31,15.2,10.9,78.9,5.6,1001.2,0.0
2021-11-1,15.9,13.9,89.5,8.7,998.3,0.0
2021-11-2,14.3,13.0,93.2,7.6,998.1,0.0
2021-11-3,18.3,16.1,88.5,9.2,1001.6,0.0
2021-11-4,18.4,15.0,83.3,6.1,1005.7,0.0
2021-11-5,18.1,14.1,80.3,5.8,1005.0,0.0
2021-11-6,17.6,14.1,82.9,14.1,1004.4,0.0
2021-11-7,18.9,12.0,66.5,17.0,1002.0,0.0
2021-11-8,14.5,11.3,84.5,3.2,1001.3,0.0
2021-11-9,14.6,12.4,87.9,11.1,1005.4,0.0
2021-11-10,14.9,5.3,54.3,31.0,1009.7,0.0
2021-11-11,13.4,-0.1,40.6,35.0,1004.9,0.0
2021-11-12,11.5,0.8,52.1,8.5,1003.1,0.0
2021-11-13,11.8,5.9,70.0,4.3,1004.6,0.0
2021-11-14,12.5,8.8,80.2,5.5,1004.4,0.0
2021-11-15,12.3,7.2,74.8,12.4,1003.1,0.0
2021-11-16,14.2,6.3,60.1,21.5,1002.0,0.0
2021-11-17,12.6,6.7,68.7,13.2,1002.8,0.0
2021-11-18,12.1,8.0,77.3,13.1,1005.8,0.0
2021-11-19,11.8,5.1,65.1,24.5,1003.5,0.0
2021-11-20,11.8,2.4,53.6,30.0,999.5,0.0
2021-11-21,11.5,2.0,54.3,13.7,999.6,0.0
2021-11-22,11.2,5.9,72.1,9.1,1003.1,0.0
2021-11-23,12.7,11.5,92.7,10.0,1002.8,0.0
2021-11-24,13.6,11.7,88.6,16.4,1000.7,0.0
2021-11-25,11.6,7.3,75.4,17.9,1001.5,0.0
2021-11-26,12.8,10.5,86.6,15.4,998.9,0.0
2021-11-27,17.8,13.1,74.6,18.7,996.1,0.0
2021-11-28,18.0,12.3,70.1,21.2,995.5,0.0
2021-11-29,19.5,11.9,61.8,26.2,992.8,0.0
2021-11-30,14.8,7.8,63.2,24.5,992.9,0.0
2021-12-1,8.8,2.5,66.3,9.6,1000.7,0.0
2021-12-2,8.6,5.4,82.3,10.0,1001.3,0.0
2021-12-3,13.3,12.1,92.6,14.7,1000.5,0.0
2021-12-4,13.1,12.5,96.7,15.1,996.5,0.0
2021-12-5,13.0,10.5,86.3,7.3,996.0,0.0
2021-12-6,14.9,11.8,82.4,22.2,996.9,0.0
2021-12-7,12.1,10.5,90.2,20.8,988.3,0.0
2021-12-8,10.2,7.5,85.1,6.8,992.0,0.0
2021-12-9,9.9,6.7,81.5,12.6,1002.4,0.0
2021-12-10,13.6,10.6,82.6,23.7,999.8,0.0
2021-12-11,13.6,10.0,80.5,19.4,999.1,0.0
2021-12-12,15.0,11.6,81.7,23.4,998.3,0.0
2021-12-13,12.8,11.1,90.7,12.6,998.7,0.0
2021-12-14,10.3,9.4,94.1,7.5,996.4,0.0
2021-12-15,9.2,4.5,72.6,26.0,999.1,0.0
2021-12-16,6.5,0.9,68.2,25.1,1004.5,0.0
2021-12-17,6.1,0.8,69.3,18.4,1002.9,0.0
2021-12-18,6.6,1.9,73.1,21.6,996.2,0.0
2021-12-19,6.8,0.8,66.0,37.8,993.6,0.0
2021-12-20,5.3,1.4,77.3,9.4,996.3,0.0
2021-12-21,4.7,1.3,79.6,8.4,1003.7,0.0
2021-12-22,2.4,-4.2,66.6,7.4,1008.6,0.0
2021-12-23,3.4,-4.8,56.5,11.7,1008.5,0.0
2021-12-24,1.3,-3.9,71.3,5.7,1006.7,0.0
2021-12-25,4.7,-0.3,71.8,5.6,1005.6,0.0
2021-12-26,11.0,8.9,87.7,11.1,1004.5,0.0
2021-12-27,11.5,9.0,85.9,11.5,1004.2,0.0
2021-12-28,11.6,8.0,79.8,11.9,999.2,0.0
2021-12-29,12.2,9.2,82.3,18.0,993.7,0.0
2021-12-30,11.1,10.3,94.7,9.3,991.0,0.0
2021-12-31,11.7,7.5,76.4,21.4,999.3,0.0
2022-1-1,9.1,6.8,86.2,12.8,1002.7,0.0
2022-1-2,11.8,6.5,71.3,20.8,1005.5,0.0
2022-1-3,8.1,4.2,78.2,5.9,1004.0,0.0
2022-1-4,10.2,6.5,79.1,8.4,1001.6,0.0
2022-1-5,13.7,10.7,82.3,19.4,1000.8,0.0
2022-1-6,14.1,11.7,85.4,14.7,1000.9,0.0
2022-1-7,11.7,11.1,96.7,4.8,1001.1,0.0
2022-1-8,11.8,10.1,90.2,6.8,997.8,0.0
2022-1-9,9.9,8.2,89.7,13.7,990.8,0.0
2022-1-10,10.0,9.0,93.8,7.3,985.2,0.0
2022-1-11,9.9,8.5,91.2,13.3,987.5,0.0
2022-1-12,7.0,3.5,79.8,23.1,995.7,0.0
2022-1-13,3.5,-3.9,59.2,40.4,1005.1,0.0
2022-1-14,3.4,-5.8,52.1,34.1,1004.4,0.0
2022-1-15,5.0,-3.0,58.6,21.3,1001.2,0.0
2022-1-16,4.7,-5.2,49.6,20.5,1008.0,0.0
2022-1-17,2.9,-4.2,62.9,8.5,1007.7,0.0
2022-1-18,4.1,-1.1,72.5,17.0,1004.9,0.0
2022-1-19,2.2,-7.0,52.6,19.0,1012.7,0.0
2022-1-20,0.9,-6.2,63.4,6.9,1011.9,0.0
2022-1-21,7.6,6.2,91.8,12.5,1003.8,0.0
2022-1-22,5.3,3.0,85.9,20.3,997.2,0.0
2022-1-23,0.3,-7.8,55.8,21.6,1002.4,0.0
2022-1-24,0.1,-7.3,61.0,11.9,1004.6,0.0
2022-1-25,1.8,-6.7,54.1,35.2,1003.6,0.0
2022-1-26,1.6,-6.4,56.4,30.4,1004.2,0.0
2022-1-27,2.1,-6.2,56.0,16.9,1007.8,0.0
2022-1-28,3.3,-3.9,62.8,4.7,1006.3,0.0
2022-1-29,6.1,-1.8,57.6,6.4,1003.3,0.0
2022-1-30,6.4,1.1,69.8,9.8,1000.0,0.0
2022-1-31,6.3,0.9,74.1,10.4,997.3,0.0
2022-2-1,7.3,4.1,81.0,16.3,993.4,0.0
2022-2-2,11.5,8.9,84.8,25.8,989.7,0.0
2022-2-3,9.0,5.8,81.3,22.6,989.5,0.0
2022-2-4,6.4,-2.3,54.9,31.7,1001.3,0.0
2022-2-5,4.1,-1.8,69.2,6.5,1004.6,0.0
2022-2-6,6.0,0.1,69.4,8.2,1006.6,0.0
2022-2-7,7.5,4.3,81.5,13.3,1000.6,0.0
2022-2-8,10.2,7.2,81.7,21.4,990.6,0.0
2022-2-9,5.1,-1.4,65.2,38.0,1002.9,0.0
2022-2-10,7.6,-1.4,54.1,36.2,1008.1,0.0
2022-2-11,7.4,0.4,64.8,8.5,1008.1,0.0
2022-2-12,7.8,3.7,77.9,6.1,1009.7,0.0
2022-2-13,7.9,4.2,78.9,12.6,1007.0,0.0
2022-2-14,7.1,2.6,74.7,15.2,1006.2,0.0
2022-2-15,6.3,1.5,73.8,12.6,1007.4,0.0
2022-2-16,7.0,0.9,71.1,3.9,1005.4,0.0
2022-2-17,8.6,3.7,73.7,5.3,998.6,0.0
2022-2-18,8.3,6.7,90.4,6.3,997.7,0.0
2022-2-19,8.9,-1.0,54.9,12.3,1004.1,0.0
2022-2-20,8.3,2.8,71.3,6.4,1004.7,0.0
2022-2-21,12.8,8.4,75.5,10.3,999.7,0.0
2022-2-22,12.9,11.3,90.8,13.2,992.9,0.0
2022-2-23,12.9,10.3,85.7,9.5,996.1,0.0
2022-2-24,9.0,4.5,74.1,36.8,995.6,0.0
2022-2-25,8.1,2.1,66.5,31.0,998.8,0.0
2022-2-26,8.0,2.8,70.9,10.8,1002.7,0.0
2022-2-27,10.0,6.6,81.2,14.7,1002.3,0.0
2022-2-28,9.6,6.8,83.6,15.8,1000.9,0.0
2022-3-1,8.0,2.7,69.7,20.3,1002.2,0.0
2022-3-2,5.9,-0.1,66.0,27.2,995.6,0.0
2022-3-3,6.0,-3.0,54.1,20.8,997.5,0.0
2022-3-4,4.6,-0.6,71.3,7.1,1000.7,0.0
2022-3-5,6.2,4.5,89.1,9.7,998.4,0.0
2022-3-6,11.0,8.8,88.3,8.2,995.3,0.0
2022-3-7,10.1,8.8,92.3,8.5,995.5,0.0
2022-3-8,5.7,5.1,95.8,9.4,994.7,0.0
2022-3-9,6.9,1.5,69.8,19.8,993.1,0.0
2022-3-10,4.1,-4.1,56.3,31.3,996.4,0.0
2022-3-11,2.1,-6.7,53.0,23.8,1004.8,0.0
2022-3-12,0.7,-9.6,48.7,21.5,1008.7,0.0
2022-3-13,2.0,-7.0,52.7,18.6,1011.2,0.0
2022-3-14,4.4,-7.3,45.6,22.9,1013.9,0.0
2022-3-15,5.9,-4.2,49.6,25.8,1016.0,0.0
2022-3-16,4.9,-2.4,61.1,6.0,1010.7,0.0
2022-3-17,8.4,1.0,61.2,15.8,1007.8,0.0
2022-3-18,4.3,-6.2,47.9,40.4,1013.9,0.0
2022-3-19,2.8,-7.6,48.2,33.1,1016.7,0.0
2022-3-20,4.4,-5.6,49.6,33.9,1013.5,0.0
2022-3-21,5.7,-5.8,45.5,29.3,1008.1,0.0
2022-3-22,6.4,-4.2,48.0,25.6,1003.2,0.0
2022-3-23,8.4,-2.5,47.6,32.6,1001.3,0.0
2022-3-24,8.5,-3.6,44.9,26.0,1003.1,0.0
2022-3-25,9.2,1.1,59.5,9.0,1004.0,0.0
2022-3-26,10.5,1.9,60.8,18.0,1008.3,0.0
2022-3-27,10.1,0.3,55.2,10.2,1012.2,0.0
2022-3-28,12.1,1.8,55.6,7.3,1011.3,0.0
2022-3-29,13.1,4.5,57.6,9.1,1003.8,0.0
2022-3-30,12.3,5.0,65.3,8.2,999.7,0.0
2022-3-31,14.3,6.3,64.6,15.4,999.2,0.0
2022-4-1,19.4,0.8,29.8,21.1,994.2,0.0
2022-4-2,16.8,8.1,57.8,20.9,995.6,0.0
2022-4-3,15.6,6.3,57.7,17.0,998.7,0.0
2022-4-4,14.9,7.6,66.1,8.2,1002.0,0.0
2022-4-5,15.6,7.9,63.6,13.2,974.4,0.0
2022-4-6,15.7,8.0,62.4,18.4,996.2,0.0
2022-4-7,15.5,10.3,72.8,12.8,991.6,0.0
2022-4-8,16.6,9.6,67.5,12.8,993.6,0.0
2022-4-9,14.5,8.3,68.9,13.4,995.8,0.0
2022-4-10,16.3,9.7,67.5,19.4,993.8,0.0
2022-4-11,12.0,6.6,70.4,23.4,995.5,0.0
2022-4-12,10.5,2.1,59.2,17.3,1004.2,0.0
2022-4-13,11.5,1.0,53.4,13.2,1003.5,0.0
2022-4-14,12.9,-0.6,41.8,16.3,1003.9,0.0
2022-4-15,15.1,3.5,49.6,13.6,1002.1,0.0
2022-4-16,16.5,6.9,57.7,6.7,998.0,0.0
2022-4-17,14.8,9.7,72.3,11.4,989.6,0.0
2022-4-18,13.8,12.0,88.9,13.7,988.3,0.0
2022-4-19,12.2,8.5,79.8,18.0,995.1,0.0
2022-4-20,11.6,5.2,69.2,8.3,1000.7,0.0
2022-4-21,13.9,8.3,71.9,7.8,1001.3,0.0
2022-4-22,17.0,9.0,65.1,7.2,998.7,0.0
2022-4-23,19.0,7.0,54.0,10.4,994.4,0.0
2022-4-24,17.1,6.3,53.8,11.0,994.4,0.0
2022-4-25,17.7,9.4,63.1,5.3,994.7,0.0
2022-4-26,19.1,10.6,62.3,8.8,995.4,0.0
2022-4-27,20.1,10.7,60.1,14.5,996.1,0.0
2022-4-28,19.1,10.7,62.6,11.2,995.9,0.0
2022-4-29,19.4,12.6,66.9,14.4,996.3,0.0
2022-4-30,17.8,11.5,67.2,23.7,996.0,0.0
2022-5-1,17.9,10.3,62.5,27.3,997.4,0.0
2022-5-2,16.1,12.4,79.1,9.2,994.8,0.0
2022-5-3,15.6,13.0,85.1,10.8,994.8,0.0
2022-5-4,15.2,7.5,63.1,23.5,998.9,0.0
2022-5-5,16.8,5.2,48.1,23.0,1003.1,0.0
2022-5-6,17.7,3.4,40.7,23.8,1003.0,0.0
2022-5-7,18.9,6.0,45.5,20.8,1000.4,0.0
2022-5-8,18.7,7.4,51.1,13.2,1000.6,0.0
2022-5-9,17.9,9.4,61.3,14.7,1000.2,0.0
2022-5-10,18.3,7.6,51.7,16.4,999.4,0.0
2022-5-11,18.1,10.1,64.2,11.8,1000.7,0.0
2022-5-12,19.0,8.0,55.6,12.7,1003.7,0.0
2022-5-13,20.1,10.1,56.3,7.6,1002.0,0.0
2022-5-14,19.4,8.9,55.0,10.7,999.9,0.0
2022-5-15,21.2,10.3,53.0,15.7,1000.2,0.0
2022-5-16,22.5,12.3,56.3,13.1,1001.6,0.0
2022-5-17,23.4,12.1,53.8,15.3,999.9,0.0
2022-5-18,22.6,11.5,53.7,12.1,997.3,0.0
2022-5-19,16.3,7.7,58.8,33.8,1002.9,0.0
2022-5-20,20.0,4.4,37.4,24.2,1002.8,0.0
2022-5-21,22.0,6.1,36.8,16.6,999.5,0.0
2022-5-22,22.1,8.7,45.6,16.4,993.7,0.0
2022-5-23,23.3,11.5,51.2,13.1,993.4,0.0
2022-5-24,23.3,12.0,54.1,9.1,995.8,0.0
2022-5-25,24.7,13.1,51.4,9.7,1000.0,0.0
2022-5-26,26.1,14.2,51.9,12.2,1001.8,0.0
2022-5-27,26.9,13.9,48.3,14.1,999.9,0.0
2022-5-28,27.1,13.7,47.9,7.4,995.4,0.0
2022-5-29,25.8,10.3,42.7,13.9,993.4,0.0
2022-5-30,24.2,12.4,49.5,9.5,995.4,0.0
2022-5-31,24.7,14.5,56.3,20.3,996.8,0.0
2022-6-1,27.3,12.3,39.9,28.6,994.8,0.0
2022-6-2,27.2,13.8,44.5,22.9,993.4,0.0
2022-6-3,27.0,14.5,46.9,23.9,993.8,0.0
2022-6-4,27.6,14.9,47.2,23.8,995.4,0.0
2022-6-5,27.8,14.0,44.6,24.8,994.8,0.0
2022-6-6,28.5,12.2,36.6,25.3,994.1,0.0
2022-6-7,25.1,12.5,46.3,27.9,993.1,0.0
2022-6-8,23.9,12.5,49.8,21.1,993.1,0.0
2022-6-9,23.5,13.7,57.2,11.7,993.6,0.0
2022-6-10,25.1,13.1,49.6,15.4,993.5,0.0
2022-6-11,21.7,18.2,81.0,10.7,990.6,0.0
2022-6-12,21.6,17.7,79.8,18.3,990.8,0.0
2022-6-13,25.0,15.5,57.6,28.2,991.1,0.0
2022-6-14,27.2,14.0,45.2,25.5,993.5,0.0
2022-6-15,27.7,14.9,47.2,23.4,996.9,0.0
2022-6-16,26.7,15.6,51.9,21.9,997.6,0.0
2022-6-17,25.4,14.7,52.6,22.2,996.8,0.0
2022-6-18,26.6,15.0,49.9,25.2,993.5,0.0
2022-6-19,26.8,14.1,46.4,27.0,994.9,0.0
2022-6-20,25.3,15.5,55.1,17.8,994.7,0.0
2022-6-21,25.4,13.8,52.0,18.8,993.9,0.0
2022-6-22,28.1,13.6,43.3,16.0,993.8,0.0
2022-6-23,29.1,14.8,43.6,11.3,994.0,0.0
2022-6-24,27.7,12.3,39.7,23.9,994.1,0.0
2022-6-25,26.7,11.4,39.3,20.3,996.9,0.0
2022-6-26,26.2,13.7,46.9,16.8,996.2,0.0
2022-6-27,27.5,11.4,37.5,27.6,997.0,0.0
2022-6-28,26.5,14.0,46.6,27.1,995.9,0.0
2022-6-29,26.8,13.8,45.3,28.3,995.1,0.0
2022-6-30,28.1,14.2,43.4,27.5,993.1,0.0
2022-7-1,29.3,14.2,41.6,26.4,994.0,0.0
2022-7-2,30.7,14.5,38.3,27.3,994.6,0.0
2022-7-3,30.8,12.8,34.5,26.5,993.8,0.0
2022-7-4,29.7,11.3,33.1,30.0,992.5,0.0
2022-7-5,29.4,11.7,34.3,30.0,992.2,0.0
2022-7-6,27.8,12.4,38.7,29.3,991.8,0.0
2022-7-7,28.4,13.9,41.6,31.8,993.4,0.0
2022-7-8,28.4,14.8,44.3,26.5,993.2,0.0
2022-7-9,25.7,16.2,56.8,17.2,990.0,0.0
2022-7-10,25.8,14.3,50.4,29.3,990.1,0.0
2022-7-11,26.7,12.3,41.7,31.4,995.1,0.0
2022-7-12,27.1,12.0,39.3,34.0,997.1,0.0
2022-7-13,27.4,8.7,31.8,33.4,996.5,0.0
2022-7-14,29.0,10.6,32.6,34.7,993.4,0.0
2022-7-15,29.1,12.7,36.9,29.2,991.8,0.0
2022-7-16,30.4,8.7,26.9,30.2,993.7,0.0
2022-7-17,31.1,10.7,29.8,33.0,995.9,0.0
2022-7-18,29.5,11.2,33.1,35.4,996.7,0.0
2022-7-19,27.8,10.1,33.7,33.3,996.2,0.0
2022-7-20,27.9,13.3,41.0,32.2,995.8,0.0
2022-7-21,29.2,8.5,29.2,28.1,994.8,0.0
2022-7-22,30.9,8.4,25.7,30.9,995.9,0.0
2022-7-23,31.1,7.0,22.6,28.5,996.3,0.0
2022-7-24,31.9,7.0,22.6,29.4,994.8,0.0
2022-7-25,31.6,10.1,27.0,25.9,992.7,0.0
2022-7-26,30.6,12.3,33.2,27.5,991.4,0.0
2022-7-27,30.4,11.6,33.1,21.5,990.5,0.0
2022-7-28,29.6,14.1,41.3,16.6,991.3,0.0
2022-7-29,28.2,17.6,56.5,18.8,992.6,0.0
2022-7-30,28.9,17.3,52.1,21.1,992.3,0.0
2022-7-31,28.0,18.1,57.9,19.2,991.0,0.0
2022-8-1,30.1,16.1,43.7,32.0,990.9,0.0
2022-8-2,30.4,11.4,31.8,28.1,991.2,0.0
2022-8-3,30.4,14.8,39.4,27.6,991.3,0.0
2022-8-4,29.9,17.0,46.2,26.9,992.5,0.0
2022-8-5,29.5,17.7,49.3,23.0,992.0,0.0
2022-8-6,30.0,17.4,47.0,24.3,988.9,0.0
2022-8-7,30.3,16.5,44.3,26.6,988.0,0.0
2022-8-8,30.2,17.3,46.8,23.6,990.3,0.0
2022-8-9,28.9,17.4,51.2,17.3,991.5,0.0
2022-8-10,29.6,15.0,42.1,24.1,991.0,0.0
2022-8-11,29.8,15.2,42.9,27.2,992.1,0.0
2022-8-12,29.7,15.4,43.1,28.4,992.4,0.0
2022-8-13,27.8,17.3,53.8,23.6,990.8,0.0
2022-8-14,26.4,17.6,60.8,12.6,989.7,0.0
2022-8-15,25.6,16.9,60.0,15.8,991.7,0.0
2022-8-16,26.0,14.8,53.3,12.7,995.2,0.0
2022-8-17,27.6,15.0,49.1,19.1,993.3,0.0
2022-8-18,31.9,14.0,35.5,29.5,991.3,0.0
2022-8-19,32.2,13.8,32.8,27.3,991.8,0.0
2022-8-20,30.4,14.5,38.1,27.2,990.9,0.0
2022-8-21,28.5,15.0,46.3,8.9,988.2,0.0
2022-8-22,27.2,17.1,57.1,10.4,989.1,0.0
2022-8-23,26.3,18.3,64.7,8.4,992.5,0.0
2022-8-24,25.8,18.3,64.8,10.6,993.1,0.0
2022-8-25,25.0,18.2,66.9,9.4,992.8,0.0
2022-8-26,24.5,19.8,75.6,9.4,992.5,0.0
2022-8-27,25.1,19.0,72.2,9.3,994.9,0.0
2022-8-28,26.9,18.8,64.1,15.9,995.7,0.0
2022-8-29,28.4,18.3,58.2,13.4,995.3,0.0
2022-8-30,27.3,20.2,68.4,8.1,995.4,0.0
2022-8-31,26.5,20.5,71.8,10.8,994.4,0.0
2022-9-1,26.5,19.0,66.3,12.5,993.6,0.0
2022-9-2,26.7,19.3,66.9,6.9,994.5,0.0
2022-9-3,26.3,17.5,61.6,15.1,997.1,0.0
2022-9-4,27.5,18.4,59.4,22.2,998.6,0.0
2022-9-5,26.3,15.4,52.3,33.8,996.7,0.0
2022-9-6,24.4,10.8,43.1,35.7,997.0,0.0
2022-9-7,25.9,12.1,43.7,30.6,996.4,0.0
2022-9-8,26.0,10.3,38.3,25.7,998.0,0.0
2022-9-9,25.5,11.5,42.7,18.3,999.3,0.0
2022-9-10,26.2,11.6,44.3,10.0,997.7,0.0
2022-9-11,26.8,13.6,46.2,11.2,994.5,0.0
2022-9-12,24.9,15.3,56.3,18.3,991.4,0.0
2022-9-13,24.5,10.6,42.3,27.4,993.2,0.0
2022-9-14,24.0,7.9,37.1,24.3,996.9,0.0
2022-9-15,23.6,8.8,43.6,7.8,998.7,0.0
2022-9-16,24.5,8.7,41.3,9.4,996.5,0.0
2022-9-17,24.3,11.2,47.4,9.5,992.7,0.0
2022-9-18,24.6,18.7,71.6,11.2,992.9,0.0
2022-9-19,24.1,14.2,56.3,21.5,995.6,0.0
2022-9-20,21.7,11.1,53.5,20.0,995.7,0.0
2022-9-21,21.1,8.4,45.3,19.8,995.1,0.0
2022-9-22,19.4,7.0,44.9,23.8,996.5,0.0
2022-9-23,17.4,3.8,42.5,20.5,998.9,0.0
2022-9-24,19.1,3.9,38.1,24.4,1002.5,0.0
2022-9-25,18.8,4.0,41.8,8.8,1002.8,0.0
2022-9-26,18.2,3.4,44.2,6.0,1000.5,0.0
2022-9-27,19.2,9.9,57.0,13.2,996.1,0.0
2022-9-28,23.9,17.8,68.8,17.1,994.3,0.0
2022-9-29,24.1,17.8,70.8,13.2,996.5,0.0
2022-9-30,24.9,16.6,63.7,8.6,1000.4,0.0
2022-10-1,25.4,12.8,53.1,7.9,1003.9,0.0
2022-10-2,24.6,13.6,50.5,19.9,996.5,0.0
2022-10-3,22.8,7.7,39.5,28.1,995.4,0.0
2022-10-4,21.0,6.5,39.8,26.8,998.3,0.0
2022-10-5,19.6,5.5,40.4,31.0,1004.0,0.0
2022-10-6,20.4,7.7,44.7,32.1,1002.2,0.0
2022-10-7,20.8,9.9,50.4,33.3,1000.2,0.0
2022-10-8,20.2,10.9,55.8,28.8,1000.4,0.0
2022-10-9,19.8,9.7,53.1,22.6,1001.8,0.0
2022-10-10,20.5,9.2,49.6,17.1,1003.9,0.0
2022-10-11,18.8,10.8,62.9,6.7,1003.0,0.0
2022-10-12,18.5,12.5,71.0,15.0,1001.8,0.0
2022-10-13,18.7,11.7,64.7,18.1,1001.2,0.0
2022-10-14,18.1,11.9,68.1,8.8,996.9,0.0
2022-10-15,19.1,12.3,66.8,14.8,994.8,0.0
2022-10-16,19.4,11.6,60.8,32.9,1000.4,0.0
2022-10-17,19.5,10.3,56.2,37.0,1005.6,0.0
2022-10-18,21.0,11.0,54.0,31.6,1003.6,0.0
2022-10-19,18.6,12.0,66.2,19.9,999.5,0.0
2022-10-20,18.1,10.2,64.5,18.9,1000.4,0.0
2022-10-21,17.8,4.8,44.0,30.6,1003.5,0.0
2022-10-22,15.8,1.7,40.3,19.9,1006.2,0.0
2022-10-23,15.7,0.7,42.2,8.0,1005.9,0.0
2022-10-24,17.9,6.3,49.2,15.4,1004.9,0.0
2022-10-25,19.1,5.8,44.4,14.4,1002.2,0.0
2022-10-26,17.9,6.3,50.4,11.4,1002.3,0.0
2022-10-27,20.4,8.1,46.6,22.5,1005.3,0.0
2022-10-28,20.2,6.3,40.8,28.2,1004.3,0.0
2022-10-29,18.8,4.6,40.4,27.8,1002.9,0.0
2022-10-30,16.5,5.4,50.3,19.3,1001.4,0.0
2022-10-31,14.6,4.8,55.7,12.0,1001.1,0.0
2022-11-1,18.1,5.2,44.2,21.0,1002.9,0.0
2022-11-2,17.6,4.3,43.1,18.3,1003.1,0.0
2022-11-3,16.0,4.6,52.3,8.7,1002.5,0.0
2022-11-4,16.3,5.2,51.6,4.7,1000.7,0.0
2022-11-5,16.1,7.3,60.3,6.4,1000.1,0.0
2022-11-6,14.8,10.8,80.0,10.0,998.7,0.0
2022-11-7,15.9,10.6,72.8,10.3,998.4,0.0
2022-11-8,14.3,6.0,60.9,19.3,1001.4,0.0
2022-11-9,14.9,3.5,47.4,23.4,1003.2,0.0
2022-11-10,13.8,3.5,52.0,18.1,1005.0,0.0
2022-11-11,12.0,2.3,54.0,13.3,1007.3,0.0
2022-11-12,13.6,5.4,60.4,8.1,1007.4,0.0
2022-11-13,13.0,4.8,60.3,12.0,1009.6,0.0
2022-11-14,13.8,7.1,65.2,18.1,1005.1,0.0
2022-11-15,10.9,5.6,71.6,8.9,1001.9,0.0
2022-11-16,10.3,6.7,79.6,4.2,998.2,0.0
2022-11-17,14.2,10.2,78.0,13.1,995.7,0.0
2022-11-18,16.5,13.9,85.3,13.9,995.3,0.0
2022-11-19,19.6,15.8,79.3,19.8,1000.9,0.0
2022-11-20,19.0,13.1,69.8,16.7,1003.1,0.0
2022-11-21,18.6,13.4,72.5,23.1,997.1,0.0
2022-11-22,14.6,9.8,75.8,9.5,998.3,0.0
2022-11-23,14.0,11.5,86.2,16.6,994.8,0.0
2022-11-24,13.5,11.9,91.2,9.3,992.1,0.0
2022-11-25,10.9,8.7,86.9,16.4,996.6,0.0
2022-11-26,10.8,4.2,64.2,22.2,1004.3,0.0
2022-11-27,10.1,3.5,64.4,20.0,1003.2,0.0
2022-11-28,10.1,9.4,95.5,6.2,999.2,0.0
2022-11-29,11.6,10.0,90.8,11.6,996.8,0.0
2022-11-30,12.4,10.8,90.5,3.8,998.2,0.0
2022-12-1,12.5,11.7,95.5,9.0,999.9,0.0
2022-12-2,12.4,12.1,98.1,6.9,1003.9,0.0
2022-12-3,11.4,10.0,91.6,10.6,1006.3,0.0
2022-12-4,10.4,8.5,88.5,11.7,1007.0,0.0
2022-12-5,9.7,7.6,87.9,9.2,1006.7,0.0
2022-12-6,10.3,7.8,86.2,7.2,1004.0,0.0
2022-12-7,8.3,6.3,88.8,3.6,1002.1,0.0
2022-12-8,9.9,8.0,89.2,7.1,1003.3,0.0
2022-12-9,12.6,10.2,87.3,8.4,1004.4,0.0
2022-12-10,15.3,12.2,82.2,16.4,1000.7,0.0
2022-12-11,16.4,14.0,86.8,24.7,992.5,0.0
2022-12-12,15.7,12.4,82.3,12.9,992.9,0.0
2022-12-13,14.1,14.0,99.8,13.4,993.5,0.0
2022-12-14,11.9,10.2,90.3,13.3,996.7,0.0
2022-12-15,12.4,11.9,96.7,5.8,1000.6,0.0
2022-12-16,15.2,13.3,90.1,6.8,1004.9,0.0
2022-12-17,13.3,12.0,92.6,8.6,1006.5,0.0
2022-12-18,13.8,11.8,89.4,6.4,1008.4,0.0
2022-12-19,12.1,7.6,75.0,25.5,1009.7,0.0
2022-12-20,8.1,0.2,58.4,32.1,1007.7,0.0
2022-12-21,7.9,-2.3,49.7,24.9,1003.7,0.0
2022-12-22,7.2,1.8,71.2,5.7,1002.2,0.0
2022-12-23,9.8,7.4,85.5,2.6,1000.0,0.0
2022-12-24,9.1,6.2,84.0,5.3,1000.2,0.0
2022-12-25,10.1,5.9,77.5,9.4,1004.0,0.0
2022-12-26,8.6,2.7,69.4,12.7,1010.6,0.0
2022-12-27,6.8,1.4,72.3,4.0,1010.1,0.0
2022-12-28,7.5,3.0,75.6,5.8,1009.6,0.0
2022-12-29,7.8,3.9,78.4,5.6,1010.1,0.0
2022-12-30,8.0,5.3,85.3,3.5,1011.8,0.0
2022-12-31,9.4,6.5,83.9,7.9,1013.1,0.0
